signal_date,symbol,regime,probability,status,days_held,prev_close,prev_high,prev_low,prev_open,t1_open,t1_orh_15min,t1_orl_15min,prev_high_20d,prev_high_252d,prev_avg_dvol20,prev_atr14,prev_range_pct,gap_pct,orb_break_15m_intraday_ts,orb_break_15m_held_eod,dist20h_break_intraday_ts,dist20h_break_held_eod,dist52wh_break_intraday_ts,dist52wh_break_held_eod,range_expand_15m,dvol_surge_30m,t1_first_30m_dvol,confluence_count_intraday,confluence_count_held_eod,ret_from_prev_close_pct,ret_from_t1_open_pct,mae_so_far_pct,mfe_so_far_pct,current_close,current_close_date
2026-05-27 00:00:00+05:30,IDEA,bull_trend,0.6535280210454104,FRESH,0,14.18,14.29,14.07,14.2,,,,14.199999809265137,14.199999809265137,11603117721.6,0.46931946,1.551481,,,,,,,,False,False,,0.0,0.0,,,,,,
2026-05-27 00:00:00+05:30,ONGC,bull_trend,0.6529245112813099,FRESH,0,274.05,284.2,272.45,284.2,,,,307.5,307.5,5453646080.0,7.558115,4.287539,,,,,,,,False,False,,0.0,0.0,,,,,,
2026-05-27 00:00:00+05:30,LTGILTBEES,bull_trend,0.6529226244132335,FRESH,0,29.27,29.3,29.2,29.24,,,,29.479999542236328,30.1299991607666,52718699.9,0.2636956,0.34164673,,,,,,,,False,False,,0.0,0.0,,,,,,
2026-05-27 00:00:00+05:30,SATIN,bull_trend,0.6529226244132335,FRESH,0,221.84,226.74,219.41,222.91,,,,245.5399932861328,245.5399932861328,505246670.6,9.765001,3.3041832,,,,,,,,False,False,,0.0,0.0,,,,,,
2026-05-27 00:00:00+05:30,PHARMABEES,bull_trend,0.6519196720225711,FRESH,0,25.32,25.54,25.21,25.54,,,,25.860000610351562,26.520000457763672,273589766.8,0.655057,1.3033175,,,,,,,,False,False,,0.0,0.0,,,,,,
2026-05-26 00:00:00+05:30,LIQUIDADD,bull_trend,0.7441230957092924,T+1,1,1128.12,1128.13,1128.1,1128.11,1128.4200439453125,,,1127.969970703125,1151.219970703125,443232368.0,0.3515284,0.0026592915,,,,,,,,False,False,,0.0,0.0,0.02570994785620062,-0.0008870602466459765,0.024822651675981966,0.026597244036419276,1128.4100341796875,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,LIQUIDCASE,bull_trend,0.7441230957092924,T+1,1,114.24,114.24,114.22,114.24,114.2699966430664,,,114.2300033569336,114.2300033569336,2088284384.0,0.03111166,0.017507004,,,,,,,,False,False,,0.0,0.0,0.01751074302784872,-0.00874639636785357,0.00875537151392436,0.02625943615006676,114.26000213623047,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,GROWWLIQID,bull_trend,0.7370672385751861,T+1,1,109.21,109.21,109.2,109.2,109.2300033569336,,,109.19999694824219,110.9000015258789,69127489.85,0.08796984,0.00915667,,,,,,,,False,False,,0.0,0.0,0.01831725357444025,0.0,0.01831725357444025,0.02746889437630351,109.2300033569336,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,LIQUIDBETF,bull_trend,0.7133224832612381,T+1,1,1083.07,1083.09,1083.07,1083.07,1083.3699951171875,,,1083.3499755859375,1207.5,306050595.4,0.4318918,0.0018466028,,,,,,,,False,False,,0.0,0.0,0.028627753434795622,0.0009239470974975461,0.0277035503711609,0.029551956498430343,1083.3800048828125,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,CASHIETF,bull_trend,0.7100415467606939,T+1,1,1063.62,1063.62,1063.6,1063.62,1063.9100341796875,,,1065.75,1065.75,268178674.0,0.6551626,0.0018803708,,,,,,,,False,False,,0.0,0.0,0.026327945898030336,-0.0009408469986538215,0.025386842339325533,0.027269049456712935,1063.9000244140625,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,AGIIL,bull_trend,0.7015014360132523,T+1,1,363.3,388.95,363.0,384.95,366.0,,,434.3999938964844,434.3999938964844,1173242726.4,24.07689,7.142857,,,,,,,,False,False,,0.0,0.0,0.4679362136395193,-0.2732240437158473,-1.1010184790535837,2.0231231352818346,365.0,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,ABINFRA,bear_trend,0.6874017525223021,T+1,1,12.6,13.49,11.91,13.34,12.699999809265137,,,16.309999465942383,23.559999465942383,10954095.0875,0.999332,12.539682,,,,,,,,False,False,,0.0,0.0,-5.714287660559769,-6.456690607396687,-6.587300782361083,3.0158662639840017,11.880000114440918,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,JYOTHYLAB,bear_trend,0.678753572943954,T+1,1,205.0,209.9,204.0,204.15,206.5,,,277.79998779296875,364.79998779296875,247389004.4,8.751601,2.878049,,,,,,,,False,False,,0.0,0.0,1.7561005383003092,1.0169521082400212,0.04878346512957599,2.2682897056021334,208.60000610351562,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,SUNTV,bear_trend,0.6753436218649622,T+1,1,492.75,500.55,487.2,494.0,494.3999938964844,,,614.0,660.7000122070312,333049330.8,21.311546,2.7092845,,,,,,,,False,False,,0.0,0.0,4.089299728881279,3.741915603957624,0.10147133434805777,7.49873408564814,512.9000244140625,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,HEMIPROP,bull_trend,0.670971372326687,T+1,1,143.03,146.76,142.26,146.0,142.5,,,163.85000610351562,190.69000244140625,233309123.5,6.0908275,3.146193,,,,,,,,False,False,,0.0,0.0,-0.1747885073996036,0.19649037143640857,-0.4824179873419099,1.726911306567569,142.77999877929688,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,RATNAVEER,bull_trend,0.6649851616868164,T+1,1,175.61,186.94,174.82,176.5,176.35000610351562,,,193.38999938964844,193.38999938964844,575091848.8,10.241908,6.901657,,,,,,,,False,False,,0.0,0.0,-3.160414004024925,-3.5667753485813303,-3.735548964064561,1.4350004348854695,170.05999755859375,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,STLTECH,bull_trend,0.6649851616868164,T+1,1,486.6,486.6,486.6,486.6,510.8999938964844,,,463.45001220703125,463.45001220703125,1415167890.5,21.037296,0.0,,,,,,,,,,,,,4.993832200610249,0.0,4.993832200610249,4.993832200610249,510.8999938964844,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,POCL,bull_trend,0.6640297604352903,T+1,1,1420.0,1535.0,1375.8,1501.5,1390.0,,,1619.0,1619.0,670412860.8,82.16313,11.211267,,,,,,,,False,False,,0.0,0.0,-8.084510480853869,-6.100722937275183,-10.478876678036976,-2.1126760563380254,1305.199951171875,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,GODAVARIB,bull_trend,0.662295223072701,T+1,1,283.85,299.0,278.25,296.6,283.8500061035156,,,339.0,353.0,71326036.0,15.31452,7.3101993,,,,,,,,False,False,,0.0,0.0,0.07045329757020546,0.07045329757020546,-1.0392855887258357,1.4796482646265874,284.04998779296875,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,LIQUIDPLUS,bull_trend,0.6581466957413218,T+1,1,1086.93,1086.95,1086.93,1086.93,1087.22998046875,,,1086.800048828125,1240.8800048828125,302632712.8,0.6678713,0.0018400449,,,,,,,,False,False,,0.0,0.0,0.027593933647196422,0.0,0.027593933647196422,0.029435775372133044,1087.22998046875,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,FUSION,bull_trend,0.6567481821127903,T+1,1,175.02,180.9,174.0,175.1,177.14999389648438,,,224.77000427246094,224.77000427246094,139643341.5,10.751932,3.9424067,,,,,,,,False,False,,0.0,0.0,0.6342135660239112,-0.5757770526754302,0.045710106903062986,2.845386587801979,176.1300048828125,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,MOCAPITAL,bull_trend,0.6529226244132335,T+1,1,57.01,57.11,56.61,56.92,56.86000061035156,,,57.02000045776367,57.02000045776367,76005502.0,1.3937627,0.87703913,,,,,,,,False,False,,0.0,0.0,-1.6663690163333467,-1.4069631172583974,-1.8417808594531238,0.2631144190408552,56.060001373291016,2026-05-27 00:00:00+05:30
2026-05-26 00:00:00+05:30,PTC,bull_trend,0.6521495315028586,T+1,1,191.55,194.5,191.0,191.25,192.35000610351562,,,229.50999450683594,229.50999450683594,515060331.6,8.065414,1.8271992,,,,,,,,False,False,,0.0,0.0,-0.9710261449846991,-1.3828976229290357,-1.6966849116268778,2.1404284935556683,189.69000244140625,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,LEMERITE,bear_trend,0.6548194460309944,T+1,1,247.15,285.9,247.15,273.0,222.4499969482422,,,483.3999938964844,537.8499755859375,80306465.15,32.705193,15.678738,,,,,,,,False,False,,0.0,0.0,-9.993929823274627,0.0,-9.993929823274627,-9.993929823274627,222.4499969482422,2026-05-26 00:00:00+05:30
2026-05-25 00:00:00+05:30,LIQUIDADD,bull_trend,0.7702115089373701,T+2,2,1127.97,1127.97,1127.94,1127.94,1128.1099853515625,,,1127.81005859375,1151.219970703125,453643238.4,0.36626136,0.0026596452,,,,,,,,False,False,,0.0,0.0,0.039013758166639434,0.026597480034840082,0.011525562398739808,0.039901172360723436,1128.4100341796875,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,LIQUIDCASE,bull_trend,0.7579196619290977,T+2,2,114.22,114.23,114.21,114.23,114.23999786376953,,,114.20999908447266,114.20999908447266,2089412243.2,0.031966403,0.017510068,,,,,,,,False,False,,0.0,0.0,0.03502093775156201,0.01751074302784872,0.0,0.043771162518790874,114.26000213623047,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,GROWWLIQID,bull_trend,0.7568613024611216,T+2,2,109.2,109.2,109.19,109.19,109.19999694824219,,,109.19000244140625,110.9000015258789,59901082.65,0.09396752,0.00915751,,,,,,,,False,False,,0.0,0.0,0.02747839700547594,0.02747839700547594,0.0,0.03663087604874882,109.2300033569336,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,JYOTHYLAB,bear_trend,0.7079983330482922,T+2,2,204.4,207.95,202.8,205.0,204.14999389648438,,,277.79998779296875,364.79998779296875,237548763.6,8.970955,2.5195694,,,,,,,,False,False,,0.0,0.0,2.054800554034397,2.179775821736074,-0.1956917360217414,2.69080242868569,208.60000610351562,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,CASHIETF,bull_trend,0.7022125184823971,T+2,2,1063.47,1065.75,1063.45,1065.75,1063.6199951171875,,,1064.6500244140625,1064.6500244140625,269839254.8,0.6940212,0.21627314,,,,,,,,False,False,,0.0,0.0,0.04043872631900314,0.026327945898030336,0.012224593678600293,0.04137996263979815,1063.9000244140625,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,LIQUIDBETF,bull_trend,0.6874813497786029,T+2,2,1082.94,1082.95,1082.93,1082.95,1083.0699462890625,,,1083.3499755859375,1207.5,311596451.4,0.4535758,0.0018468244,,,,,,,,False,False,,0.0,0.0,0.04063600018215929,0.028627753434795622,0.012004810039933922,0.04156031419462192,1083.3800048828125,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,PINELABS,bear_trend,0.678753572943954,T+2,2,146.67,147.6,137.51,145.5,151.5,,,207.9499969482422,284.0,1304803430.8,9.891912,6.8793893,,,,,,,,False,False,,0.0,0.0,-0.5727117668079984,-3.742573048808784,-8.140725840640483,4.179453848326564,145.8300018310547,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,RATNAVEER,bull_trend,0.670971372326687,T+2,2,176.2,185.25,173.89,184.0,176.5,,,193.38999938964844,193.38999938964844,552526918.0,10.09744,6.447219,,,,,,,,False,False,,0.0,0.0,-3.484676217929805,-3.6487265956975934,-4.057885369081271,6.095349420646623,170.05999755859375,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,PTC,bull_trend,0.6649851616868164,T+2,2,192.6,197.95,189.93,195.0,191.25,,,229.50999450683594,229.50999450683594,513693877.2,8.4166,4.1640706,,,,,,,,False,False,,0.0,0.0,-1.510905280317254,-0.8156849979575109,-2.2326079519679354,1.5835865505266389,189.69000244140625,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,SCI,bull_trend,0.6649851616868164,T+2,2,302.8,321.55,300.35,318.65,303.95001220703125,,,368.75,368.75,4315062259.2,17.772924,7.001321,,,,,,,,False,False,,0.0,0.0,0.21467121541198786,-0.16450073364676632,-0.7100376430511535,3.3685642728642495,303.45001220703125,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,ONELIFECAP,bull_trend,0.6640186266199973,T+2,2,26.56,26.56,26.0,26.0,26.0,,,25.299999237060547,25.299999237060547,4123533.2875,1.1427683,2.1084337,,,,,,,,False,False,,0.0,0.0,9.374999326754763,11.730766296386719,-2.1084317665761465,9.374999326754763,29.049999237060547,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,MIDCAP,bull_trend,0.6619025828944619,T+2,2,18.05,18.2,17.92,17.92,18.020000457763672,,,18.450000762939453,18.450000762939453,9043129.2,0.477279,1.5512465,,,,,,,,False,False,,0.0,0.0,0.22161172974020094,0.38845556629305555,-1.939049800082382,1.3296492443834573,18.09000015258789,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,STLTECH,bull_trend,0.6619025828944619,T+2,2,463.45,463.45,463.45,463.45,486.6000061035156,,,441.3999938964844,441.3999938964844,1490331854.5,20.87478,0.0,,,,,,,,,,,,,10.238424951913982,4.993832200610249,4.995143658803669,10.238424951913982,510.8999938964844,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,LIQUIDIETF,bull_trend,0.661565298267734,T+2,2,1000.0,1000.01,999.99,1000.0,1000.0,,,1000.0499877929688,1029.989990234375,697267896.0,0.14616154,0.002,,,,,,,,False,False,,0.0,0.0,-0.0010009765625040856,-0.0010009765625040856,-0.0010009765625040856,0.0010009765625040856,999.989990234375,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,IPCALAB,bull_trend,0.6567481821127903,T+2,2,1565.2,1617.8,1565.2,1609.9,1566.199951171875,,,1678.300048828125,1678.300048828125,504407483.2,50.475037,3.3605928,,,,,,,,False,False,,0.0,0.0,0.4600098049323931,0.39586728613727473,0.02555740011127572,2.2169738260090943,1572.4000244140625,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,SUNTV,bear_trend,0.6529245112813099,T+2,2,494.25,507.9,480.9,490.7,494.0,,,625.8499755859375,660.7000122070312,290415837.2,21.923971,5.4628224,,,,,,,,False,False,,0.0,0.0,3.7733989709787474,3.8259158732919962,-1.4264011720725889,7.172486030759995,512.9000244140625,2026-05-27 00:00:00+05:30
2026-05-25 00:00:00+05:30,LTGILTBEES,bull_trend,0.6529226244132335,T+2,2,29.18,29.31,29.12,29.12,29.290000915527344,,,29.479999542236328,30.1299991607666,51875532.4,0.2835168,0.6511309,,,,,,,,False,False,,0.0,0.0,0.30843095149635236,-0.06828425107037184,-0.10281249599639608,0.41123691099989035,29.270000457763672,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,LIQUIDCASE,bull_trend,0.826649061383196,T+3,3,114.2,114.21,114.19,114.21,114.2300033569336,,,114.16000366210938,114.16000366210938,2091198112.0,0.032117665,0.017513135,,,,,,,,False,False,,0.0,0.0,0.05254394885445546,0.02626173370856577,0.008758438264244717,0.061295706387753945,114.26000213623047,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,GROWWLIQID,bull_trend,0.8057276058276154,T+3,3,109.18,109.19,109.18,109.18,109.19000244140625,,,109.13999938964844,110.9000015258789,59895039.1,0.09965733,0.009159187,,,,,,,,False,False,,0.0,0.0,0.045798728355062046,0.03663422898887436,0.00916114325197892,0.054952883702186206,109.2300033569336,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,LIQUIDADD,bull_trend,0.7915311143526308,T+3,3,1127.79,1127.81,1127.78,1127.78,1127.93994140625,,,1127.3499755859375,1151.219970703125,455653012.8,0.38058916,0.0026600696,,,,,,,,False,False,,0.0,0.0,0.054974338814250956,0.041677110294657815,0.013291688927719036,0.05586189458954838,1128.4100341796875,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,CASHIETF,bull_trend,0.7353217735829839,T+3,3,1063.32,1063.34,1063.32,1063.32,1065.75,,,1064.6500244140625,1064.6500244140625,273544740.4,0.56048435,0.0018809013,,,,,,,,False,False,,0.0,0.0,0.054553488536024375,-0.17358438526272613,0.012226318453456564,0.22853457413436473,1063.9000244140625,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,SUNTV,bear_trend,0.7138689689555899,T+3,3,486.7,524.95,484.3,523.0,490.70001220703125,,,653.5,660.7000122070312,262627482.8,21.533508,8.352168,,,,,,,,False,False,,0.0,0.0,5.3831953050961445,4.524151549779232,-1.1917029309791105,8.835011079002975,512.9000244140625,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,JYOTHYLAB,bear_trend,0.6842557263233117,T+3,3,203.75,209.5,202.25,207.45,205.0,,,277.79998779296875,364.79998779296875,240770154.8,9.264874,3.5582821,,,,,,,,False,False,,0.0,0.0,2.38037109375,1.7561005383003092,-0.4662561709164126,3.0184019123849604,208.60000610351562,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,FUSION,bull_trend,0.6735083622975485,T+3,3,178.13,183.08,177.1,179.75,180.0,,,224.77000427246094,224.77000427246094,138605197.6,11.344253,3.3570988,,,,,,,,False,False,,0.0,0.0,-1.1227754702615944,-2.1499972873263884,-2.318534087241242,2.397119461418651,176.1300048828125,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,PINELABS,bear_trend,0.6704803036579142,T+3,3,142.84,153.95,140.3,153.45,145.5,,,207.9499969482422,284.0,1055067219.6,9.876675,9.556147,,,,,,,,False,False,,0.0,0.0,2.0932550894856794,0.22680538216817148,-5.677681894619491,6.972841619448533,145.8300018310547,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,LIQUID1,bull_trend,0.6675614212476952,T+3,3,1105.62,1105.64,1105.15,1105.15,1105.6199951171875,,,1136.1800537109375,1136.1800537109375,988447475.2,2.6456769,0.044319026,,,,,,,,False,False,,0.0,0.0,0.05607669180420771,0.05607669180420771,-0.40972751188304013,0.20169501986200267,1106.239990234375,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,LIQUIDBETF,bull_trend,0.667439711514282,T+3,3,1082.81,1082.82,1082.8,1082.81,1082.949951171875,,,1083.3499755859375,1207.5,321468241.0,0.477697,0.0018470461,,,,,,,,False,False,,0.0,0.0,0.052635851000748524,0.039711319112401,0.011081825130387912,0.053560275884456665,1083.3800048828125,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,HEMIPROP,bull_trend,0.6649851616868164,T+3,3,143.76,149.36,143.25,149.02,145.25,,,163.85000610351562,190.69000244140625,229343082.9,6.414214,4.250139,,,,,,,,False,False,,0.0,0.0,-0.6816887625106682,-1.70051719153399,-1.043405715996093,2.5041779640193607,142.77999877929688,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,PTC,bull_trend,0.6649851616868164,T+3,3,193.77,198.05,193.02,196.1,195.0,,,229.50999450683594,229.50999450683594,520712216.0,8.447108,2.595861,,,,,,,,False,False,,0.0,0.0,-2.105589999016455,-2.723075671073716,-2.822934974502933,2.157192849056111,189.69000244140625,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,SCI,bull_trend,0.6644940930180436,T+3,3,316.3,333.4,314.2,327.25,318.6499938964844,,,368.75,368.75,4274884441.6,17.509304,6.0701866,,,,,,,,False,False,,0.0,0.0,-4.062591236756019,-4.770118305538373,-5.0426754046835605,1.6598166938394998,303.45001220703125,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,ABINFRA,bear_trend,0.6640297604352903,T+3,3,13.02,13.16,12.8,12.9,13.180000305175781,,,16.309999465942383,23.559999465942383,12459207.4375,0.9334856,2.764977,,,,,,,,False,False,,0.0,0.0,-8.755762697711623,-9.863430657314575,-9.600614101780923,7.526877939946353,11.880000114440918,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,CLEANMAX,bull_trend,0.6635386917665176,T+3,3,1120.0,1200.6,1105.6,1200.0,1143.5,,,1398.5999755859375,,326807352.8,66.92422,8.482142,,,,,,,,False,False,,0.0,0.0,-2.0357186453683007,-4.048976723054221,-5.330352783203129,2.249995640345981,1097.199951171875,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,GROWWPOWER,bull_trend,0.6619025828944619,T+3,3,12.16,12.35,12.13,12.35,12.369999885559082,,,12.770000457763672,13.199999809265137,82964516.4,0.34174547,1.8092105,,,,,,,,False,False,,0.0,0.0,5.345399509547888,3.5569970746020863,0.24670833345097343,5.756577451060663,12.8100004196167,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,OIL,bull_trend,0.6619025828944619,T+3,3,499.75,507.0,498.4,503.0,492.5,,,531.0,531.0,3341077091.2,14.857465,1.7208605,,,,,,,,False,False,,0.0,0.0,-2.3511755877938967,-0.9137055837563413,-3.7518759379689848,-0.6603277224549786,488.0,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,NIITMTS,bear_trend,0.6583842909848457,T+3,3,210.6,225.15,207.55,225.0,211.89999389648438,,,328.95001220703125,443.8999938964844,93809805.6,17.159805,8.357075,,,,,,,,False,False,,0.0,0.0,1.6144320028239623,0.9910364152919682,-0.4510979009964,5.674262394070606,214.0,2026-05-27 00:00:00+05:30
2026-05-22 00:00:00+05:30,NV20IETF,bear_trend,0.6580588879770018,T+3,3,13.73,13.92,13.67,13.92,14.140000343322754,,,14.680000305175781,16.0,9060481.925,0.45847344,1.8208303,,,,,,,,False,False,,0.0,0.0,1.0925023831439784,-1.83875687813978,-0.21849769826215448,2.986167623860281,13.880000114440918,2026-05-27 00:00:00+05:30
